iter	Passed	Remaining
1672	19207	3754
1673	19219	3742
1674	19230	3731
1675	19241	3719
1676	19253	3708
1677	19266	3697
1678	19278	3685
1679	19289	3674
1680	19301	3662
1681	19313	3651
1682	19324	3639
1683	19336	3628
1684	19349	3617
1685	19360	3605
1686	19372	3594
1687	19384	3582
1688	19398	3571
1689	19410	3560
1690	19422	3549
1691	19432	3537
1692	19444	3525
1693	19454	3514
1694	19465	3502
1695	19477	3491
1696	19490	3479
1697	19501	3468
